timestamp,name,utilization.gpu,memory.used,memory.total
2026/04/24 01:53:38.255, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:39.256, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:40.257, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:41.258, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:42.259, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:43.261, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:44.262, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:45.263, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:46.264, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:47.265, NVIDIA TITAN RTX, 43, 12505, 24576
2026/04/24 01:53:48.267, NVIDIA TITAN RTX, 100, 12505, 24576
2026/04/24 01:53:49.268, NVIDIA TITAN RTX, 34, 12505, 24576
2026/04/24 01:53:50.269, NVIDIA TITAN RTX, 29, 12505, 24576
2026/04/24 01:53:51.270, NVIDIA TITAN RTX, 35, 12505, 24576
2026/04/24 01:53:52.272, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:53.273, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:54.274, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:53:55.276, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:56.277, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:57.278, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:58.279, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:53:59.281, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:54:00.282, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:54:01.284, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:54:02.285, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:54:03.286, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:54:04.287, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:54:05.288, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:54:06.290, NVIDIA TITAN RTX, 36, 12505, 24576
2026/04/24 01:54:07.291, NVIDIA TITAN RTX, 37, 12505, 24576
2026/04/24 01:54:08.292, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:09.293, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:10.294, NVIDIA TITAN RTX, 36, 12507, 24576
2026/04/24 01:54:11.295, NVIDIA TITAN RTX, 36, 12507, 24576
2026/04/24 01:54:12.297, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:13.298, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:14.299, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:15.300, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:16.301, NVIDIA TITAN RTX, 36, 12507, 24576
2026/04/24 01:54:17.302, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:18.304, NVIDIA TITAN RTX, 36, 12507, 24576
2026/04/24 01:54:19.305, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:20.306, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:21.307, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:22.308, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:23.309, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:24.310, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:25.312, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:26.313, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:27.314, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:28.315, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:29.316, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:30.317, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:31.318, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:32.319, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:33.320, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:34.321, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:35.323, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:36.324, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:37.325, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:38.326, NVIDIA TITAN RTX, 36, 12507, 24576
2026/04/24 01:54:39.328, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:40.329, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:41.330, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:42.331, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:43.332, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:44.333, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:45.335, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:46.336, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:47.337, NVIDIA TITAN RTX, 37, 12507, 24576
